StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_DuplicateRespondent,intro_description,gender,gender_4_TEXT,age,race,hispanic_origin,education,country_origin,region,1_expert_trust,2_expert_trust,3_expert_trust,4_expert_trust,5_expert_trust,6_expert_trust,attention1,1_health_engagement,2_health_engagement,3_health_engagement,4_health_engagement,5_health_engagement,info_source,info_source_8_TEXT,politics,attention2,bio_meat_exp_timer_First Click,bio_meat_exp_timer_Last Click,bio_meat_exp_timer_Page Submit,bio_meat_exp_timer_Click Count,meat_post_timer_First Click,meat_post_timer_Last Click,meat_post_timer_Page Submit,meat_post_timer_Click Count,attention_meat_exp,meat_exp_accurate,meat_exp_authentic,meat_exp_believable,bio_sleep_timer_First Click,bio_sleep_timer_Last Click,bio_sleep_timer_Page Submit,bio_sleep_timer_Click Count,dm1_timer_First Click,dm1_timer_Last Click,dm1_timer_Page Submit,dm1_timer_Click Count,dmy1_slp_accurate,dmy1_slp_authentic,dmy1_slp_believable,bio_water_timer_First Click,bio_water_timer_Last Click,bio_water_timer_Page Submit,bio_water_timer_Click Count,dmy2_timer_First Click,dmy2_timer_Last Click,dmy2_timer_Page Submit,dmy2_timer_Click Count,dmy2_wt_accurate,dmy2_wt_authentic,dmy2_wt_believable,bio_oil_infl_timer_First Click,bio_oil_infl_timer_Last Click,bio_oil_infl_timer_Page Submit,bio_oil_infl_timer_Click Count,post_oil_timer_First Click,post_oil_timer_Last Click,post_oil_timer_Page Submit,post_oil_timer_Click Count,attention_oil_inf,oil_infl_accurate,post_oil_authentic,post_oil_believable,bio_meat_infl_timer_First Click,bio_meat_infl_timer_Last Click,bio_meat_infl_timer_Page Submit,bio_meat_infl_timer_Click Count,post_meat_timer_First Click,post_meat_timer_Last Click,post_meat_timer_Page Submit,post_meat_timer_Click Count,attention_meat_infl,meat_infl_accurate,meat_infl_authentic,meat_infl_believable,bio_oil_exp_timer_First Click,bio_oil_exp_timer_Last Click,bio_oil_exp_timer_Page Submit,bio_oil_exp_timer_Click Count,post_oil_timer_First Click,post_oil_timer_Last Click,post_oil_timer_Page Submit,post_oil_timer_Click Count,attention_oil_exp,oil_exp_accurate,oil_exp_authentic,oil_exp_believable,SC0,Q_RecaptchaStatus,Q_RecaptchaError,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,transaction_id,post_meat_source,post_oil_source,condition_sequence,order_pattern,TotalScore,complete
2026-04-02 15:22:55,2026-04-02 15:26:13,0,71.136.131.48,100,198,1,2026-04-02 15:26:14,R_7XnRqoR44KMk4Oh,,,,,32.7226,-97.0785,anonymous,EN,0.8999999761581421,,4,1,,2,2,2,4,1,3,6,5,5,5,6,4,4,5,7,5,6,5,"3,4,5",,4,3,0,0,6.465,0,0.643,0.643,12.028,1,1,5,4,6,0,0,16.35,0,0.546,0.906,6.231,2,6,6,7,0,0,15.719,0,0.499,2.705,16.992,2,6,4,5,0,0,14.916,0,0.131,0.431,11.699,2,2,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,1,complete,,,,5UFTjM7MPUBgSOMLgDRLuw,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:12:52,2026-04-02 15:26:26,0,174.209.201.20,100,813,1,2026-04-02 15:26:27,R_5sZMKsf0QBgywyY,,,,,33.8206,-84.0229,anonymous,EN,1,,4,1,,4,2,2,2,1,3,6,6,6,6,7,6,2,7,6,6,6,6,8,"Unemployed ",6,3,,,,,,,,,,,,,0,0,3.987,0,0.783,1.536,6.098,3,7,6,7,0,0,3.701,0,1.631,6.008,6.601,5,7,6,7,,,,,,,,,,,,,0,0,5.802,0,0.459,10.526,11.147,3,1,6,7,6,0.91,0.91,5.7,1,0.823,10.893,11.5,7,1,7,6,7,1,complete,,,,5JpilgEX3Id8m7CFnJAcja,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:20:59,2026-04-02 15:26:30,0,107.4.5.216,100,330,1,2026-04-02 15:26:30,R_5Ffe4RX5T8bmwrf,,,,,42.6206,-82.9608,anonymous,EN,0.800000011920929,,4,1,,6,1,2,3,1,1,4,5,6,6,2,7,4,5,5,2,4,5,1,,4,3,0,0,12.459,0,0,0,11.965,0,1,5,6,6,0,0,5.862,0,0,0,16.062,0,6,6,6,0,0,6.303,0,0,0,23.549,0,4,4,4,0,0,8.324,0,0,0,26.65,0,1,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3gmG5oEffNWLxpTlFpWxdC,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:21:17,2026-04-02 15:26:50,0,47.5.113.192,100,332,1,2026-04-02 15:26:50,R_6MMQmDNCD6UVtTJ,,,,,46.821,-114.0304,anonymous,EN,1,,4,2,,6,1,2,4,1,4,5,6,6,5,4,5,4,5,5,5,5,6,"1,5",,2,3,,,,,,,,,,,,,0,0,11.212,0,0,0,19.358,0,6,5,6,0,0,4.96,0,0,0,13.261,0,6,5,6,,,,,,,,,,,,,0,0,25.778,0,0,0,14.983,0,1,5,6,6,0,0,9.224,0,0,0,30.991,0,1,5,6,5,0,complete,,,,2GoI6J4kPDQUDzqxvwtiRy,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:19:45,2026-04-02 15:26:59,0,24.88.200.44,100,433,1,2026-04-02 15:26:59,R_6mNpEZ5CDyAB13X,,,,,36.0392,-80.19,anonymous,EN,0.6000000238418579,,4,2,,4,1,2,4,1,3,3,3,1,5,4,5,4,6,6,2,7,6,"4,6",,7,3,0,0,12.715,0,4.656,10.129,11.091,2,5,1,1,1,2.712,2.712,4.059,1,6.84,6.84,8.701,1,2,2,2,2.522,4.024,4.609,2,0,0,10.306,0,2,2,2,1.554,4.397,14.012,2,14.944,14.944,16.105,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,complete,,,,64DVoMpFxdQMsfiFRBgZLt,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:21:26,2026-04-02 15:27:18,0,97.120.67.5,100,351,1,2026-04-02 15:27:18,R_1MSvKP3FtzxZKvY,,,,,45.4805,-122.6363,anonymous,EN,1,,4,2,,6,1,2,3,1,4,5,4,6,4,4,5,4,5,6,5,5,6,6,,6,3,0,0,11.323,0,0,0,35.105,0,1,4,4,5,0,0,12.858,0,0,0,31.835,0,5,4,5,0,0,6.027,0,0,0,20.428,0,4,5,4,0,0,10.596,0,0,0,29.742,0,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1uVdzEZX1OFsgc43WdIdS1,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:20:55,2026-04-02 15:27:21,0,46.110.206.40,100,386,1,2026-04-02 15:27:22,R_6jWcs370HHyPRcE,,,,,29.4843,-81.2042,anonymous,EN,0.800000011920929,,4,1,,6,1,2,3,1,3,6,6,7,4,2,6,4,6,6,4,6,6,"1,3",,4,3,0,0,13.16,0,8.815,28.811,29.674,5,1,6,6,6,0,0,5.092,0,10.057,42.844,43.501,6,4,6,4,0,0,5.774,0,6.396,23.413,24.576,4,6,6,6,0,0,7.3,0,12.208,30.897,31.899,6,1,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,7gCKYXXkFhuwylZvD7oQOo,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:20:32,2026-04-02 15:27:38,0,70.139.2.207,100,425,1,2026-04-02 15:27:39,R_3c64jP8FOnBJXHj,,,,,29.5542,-95.7325,anonymous,EN,1,,4,1,,5,1,2,3,1,1,6,6,6,6,1,6,4,6,6,6,6,6,"1,5",,4,3,,,,,,,,,,,,,0,0,9.277,0,14.638,14.638,16.673,1,1,1,1,0,0,6.686,0,11.1,11.1,12.258,1,7,7,7,,,,,,,,,,,,,0,0,10.83,0,13.778,13.778,14.961,1,1,7,7,2,0,0,6.843,0,15.117,15.117,16.141,1,1,7,7,7,0,complete,,,,5k6kFcLdKtwXclZhZfh2lJ,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:11:56,2026-04-02 15:28:28,0,104.15.21.188,100,992,1,2026-04-02 15:28:29,R_1rue2YsUiZDoWxc,,,,,32.2361,-90.2601,anonymous,EN,0.8999999761581421,,4,2,,3,2,2,4,1,3,6,4,6,5,4,5,4,5,6,5,7,6,"1,3,4",,4,3,,,,,,,,,,,,,1.697,1.697,11.334,1,1.211,1.211,8.028,1,7,7,6,1.151,1.151,4.585,1,1.119,1.119,6.076,1,5,5,6,,,,,,,,,,,,,5.77,5.77,7.373,1,1.826,7.807,11.503,6,1,5,6,5,0,0,6.858,0,0.984,10.411,10.8,17,1,4,5,5,0,complete,,,,5QRTv4uA8nlCCwPtYxDloK,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:21:56,2026-04-02 15:28:46,0,76.217.113.81,100,409,1,2026-04-02 15:28:46,R_7Oqs9jDxNr9Te9C,,,,,33.7224,-84.5205,anonymous,EN,0.20000000298023224,,4,1,,6,1,2,3,1,3,6,6,7,4,1,5,4,5,5,2,4,4,1,,1,3,0,0,14.518,0,0,0,35.791,0,1,4,6,5,0,0,14.738,0,0,0,35.059,0,5,6,6,0,0,9.726,0,0,0,23.602,0,6,6,7,0,0,16.03,0,0,0,32.949,0,1,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5AHzdxd7VocMZXmxu0QLiW,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:15:35,2026-04-02 15:29:34,0,108.145.164.1,100,839,1,2026-04-02 15:29:35,R_6vQubYvEQS0fRwR,,,,,40.6713,-73.8943,anonymous,EN,1,,4,1,,3,1,2,3,1,1,4,4,6,7,1,5,4,5,6,5,4,3,6,,1,3,0,0,15.055,0,20.646,20.646,21.22,1,1,2,1,1,0,0,10.792,0,29.603,30.365,31.7,2,6,6,4,0,0,7.313,0,6.137,22.377,23.897,2,6,4,5,0,0,13.068,0,10.362,34.658,36.709,5,1,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,0,error,,,,0RNXSKevtVFY4CoiBSooka,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:13:14,2026-04-02 15:29:46,0,172.58.245.219,100,992,1,2026-04-02 15:29:47,R_6PXeEnMb6bzj4QS,,,,,38.9371,-76.9928,anonymous,EN,1,,4,2,,6,1,2,2,1,3,5,5,6,5,4,7,4,6,5,5,5,5,6,,4,3,,,,,,,,,,,,,0,0,33.522,0,0,0,22.83,0,6,6,6,0,0,19.718,0,0,0,29.013,0,7,7,7,,,,,,,,,,,,,0,0,17.714,0,0,0,71.193,0,1,7,7,7,0,0,14.625,0,0,0,21.307,0,2,6,6,6,1,complete,,,,7vHpBPz0kDp7O0QtQehsnX,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:05:39,2026-04-02 15:29:58,0,108.21.202.184,100,1459,1,2026-04-02 15:29:58,R_1m8LpxOQBODTiUr,,,,,41.28,-73.8716,anonymous,EN,0.800000011920929,,4,1,,6,1,2,4,1,2,6,6,7,6,2,6,4,6,6,6,6,6,1,,6,5,,,,,,,,,,,,,55.426,59.138,60.301,2,32.288,36.632,37.748,3,6,6,6,0,0,7.729,0,2.882,10.906,11.798,2,7,7,7,,,,,,,,,,,,,0,0,12.393,0,10.268,17.868,18.536,2,1,6,6,6,0,0,6.696,0,5.533,5.533,20.262,1,1,6,6,6,1,complete,,,,7B4yFTRaIltoaP3ABHOYxh,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:23:39,2026-04-02 15:30:20,0,99.66.208.48,100,400,1,2026-04-02 15:30:20,R_70qjq4D7bh0XdaT,,,,,41.4453,-81.6991,anonymous,EN,1,,4,1,,5,1,2,3,1,1,6,6,6,5,3,5,4,6,6,6,5,5,"1,6",,2,3,0,0,14.153,0,0,0,52.584,0,1,6,6,6,0,0,11.229,0,0,0,17.005,0,6,6,6,0,0,6.343,0,0,0,21.43,0,6,6,7,0,0,12.17,0,0,0,38.101,0,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1DYpaN6TrOevCaKD9QhGFL,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:23:43,2026-04-02 15:31:12,0,47.216.77.100,100,449,1,2026-04-02 15:31:13,R_1QoQmvAzzKKHFFW,,,,,35.1063,-114.5925,anonymous,EN,0.800000011920929,,4,1,,5,1,2,2,1,4,5,6,5,7,4,7,4,6,6,7,5,6,"4,6",,7,3,0,0,9.664,0,7.937,17.161,19.135,5,1,5,3,2,0,0,10.855,0,9.218,32.462,34.304,7,7,7,7,0,0,6.2,0,9.224,26.033,26.779,4,7,7,7,23.396,23.396,23.994,1,5.207,33.076,33.871,5,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,7iqzZNkdHfnsDt1MjfGVmG,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:20:14,2026-04-02 15:31:21,0,47.231.122.147,100,666,1,2026-04-02 15:31:21,R_6pKpn0XMF8WJxYL,,,,,31.3432,-85.844,anonymous,EN,1,,4,1,,6,1,2,4,1,3,6,5,5,7,1,7,4,2,2,3,5,5,"1,3,8",Wife (nurse),6,3,,,,,,,,,,,,,0,0,10.874,0,0,0,41.043,0,4,4,4,0,0,10.456,0,0,0,33.912,0,4,3,4,,,,,,,,,,,,,23.114,23.114,35.72,1,58.142,58.142,61.017,1,1,5,5,5,0,0,27.245,0,0,0,48.471,0,1,4,4,3,0,complete,,,,2HwjaToXg1CZUskwsPygpC,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:22:57,2026-04-02 15:31:31,0,97.113.7.238,100,513,1,2026-04-02 15:31:31,R_7LdsrRzLdmQFpro,,,,,47.6901,-122.3747,anonymous,EN,1,,4,1,,5,1,2,3,1,4,5,6,6,5,1,6,4,5,6,4,6,6,"1,2,5",,4,3,0,0,20.833,0,0,0,40.117,0,1,3,3,2,0,0,31.19,0,46.04,46.664,47.537,2,7,5,6,0,0,9.337,0,38.775,40.312,40.949,2,7,6,7,0,0,14.302,0,3.12,43.304,43.893,3,1,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,2SVQ0dxDWSBPv2nEp899Ma,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:23:10,2026-04-02 15:32:44,0,38.194.183.24,100,573,1,2026-04-02 15:32:44,R_71Yloe0ii7uGtla,,,,,41.395,-82.5552,anonymous,EN,1,,4,1,,6,1,2,3,1,1,6,7,6,3,4,5,4,6,6,5,6,6,"5,8",Hard cover books,6,3,0,0,9.382,0,23.447,23.447,24.567,1,1,5,5,6,0,0,14.104,0,7.507,38.799,40.248,2,5,6,5,0,0,4.886,0,19.11,19.11,20.33,1,5,5,6,9.061,9.061,10.393,1,25.449,25.449,27.763,1,1,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,0,error,,,,08ZV5T0u2CK71Kg3fgwJSh,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:20:11,2026-04-02 15:33:20,0,70.178.126.219,100,788,1,2026-04-02 15:33:20,R_3oC2uPTDNTihQag,,,,,36.4691,-94.3219,anonymous,EN,0.800000011920929,,4,2,,6,1,2,2,1,3,6,6,6,5,2,5,4,5,6,6,6,3,"1,3,4,6",,7,3,,,,,,,,,,,,,0,0,14.848,0,40.506,44.39,45.381,4,5,5,5,0,0,10.443,0,8.041,8.998,31.471,2,6,6,6,,,,,,,,,,,,,0,0,39.222,0,20.368,24.164,38,3,1,3,3,2,0,0,15.736,0,23.232,120.478,121.6,4,1,3,3,2,0,complete,,,,6KxUvim5ydphGeBVMUgWZH,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:11:24,2026-04-02 15:33:34,0,172.56.74.38,100,1330,1,2026-04-02 15:33:35,R_33CLpSdg3zHWIj7,,,,,28.5788,-81.4396,anonymous,EN,0,,4,1,,4,2,2,5,1,3,4,4,4,4,4,4,4,6,6,4,6,4,6,,4,3,,,,,,,,,,,,,0,0,7.082,0,62.712,64.28,64.803,3,4,4,4,0,0,7.443,0,33.181,70.539,72.318,5,6,6,6,,,,,,,,,,,,,0,0,84.791,0,3.664,14.177,14.58,6,4,6,6,6,5.254,5.254,6.84,1,51.172,51.172,54.506,1,2,4,5,4,2,complete,,,,5WNzgIjzKMiNaiZIYA8mEc,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:29:44,2026-04-02 15:35:18,0,172.58.164.12,100,334,1,2026-04-02 15:35:19,R_3v1hhZEIqvyNIkR,,,,,41.8835,-87.6305,anonymous,EN,0.6000000238418579,,4,2,,2,1,2,2,1,1,5,5,6,5,2,6,4,5,5,5,4,4,1,,4,3,,,,,,,,,,,,,0,0,6.181,0,0,0,11.598,0,5,5,5,0,0,4.288,0,0,0,25.728,0,7,7,7,,,,,,,,,,,,,0,0,15.523,0,0,0,43.412,0,1,4,4,4,0,0,8.35,0,0,0,28.641,0,1,6,6,6,0,complete,,,,6MgznjmMydaesSAPgqyPx2,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:32:17,2026-04-02 15:35:44,0,98.13.181.111,100,207,1,2026-04-02 15:35:45,R_3BfzVqTiFuWWutn,,,,,40.6537,-73.999,anonymous,EN,0.800000011920929,,4,2,,4,1,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,8,None,4,4,0,0,6.292,0,0.817,10.779,11.201,7,5,1,1,1,2.187,2.187,4.03,1,0.817,5.225,5.926,5,1,1,1,0,0,4.22,0,5.739,5.739,6.456,1,1,1,1,0.899,0.899,6.196,1,0.6,10.021,10.919,3,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,complete,,,,0VkbopyOOsPJliqHIX1Pbi,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:31:36,2026-04-02 15:35:50,0,45.19.122.85,100,254,1,2026-04-02 15:35:50,R_6n9VjhUF0A1b7Il,,,,,39.0168,-95.6944,anonymous,EN,1,,4,1,,1,1,2,2,1,1,7,5,4,7,6,6,4,6,7,6,5,6,"1,3,4",,7,3,,,,,,,,,,,,,1.198,3.563,4.368,3,0.687,3.971,5.943,2,7,6,7,0,0,8.417,0,0.482,0.482,9.352,1,7,6,6,,,,,,,,,,,,,0.674,0.674,9.593,1,0.946,10.465,11.035,3,1,6,7,6,0.675,0.675,7.39,1,2.228,15.63,15.651,3,2,7,6,7,1,complete,,,,5setHhddPw4q9p2ONsjNo2,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:34:03,2026-04-02 15:37:39,0,172.59.36.30,100,215,1,2026-04-02 15:37:39,R_79NBa7Toj69U0nL,,,,,40.0818,-82.9665,anonymous,EN,1,,4,1,,2,1,2,2,1,2,4,4,6,5,4,5,4,6,5,6,4,5,"3,4",,6,3,0,0,6.844,0,2.598,3.804,20.226,2,1,4,3,4,0,0,3.683,0,6.122,10.703,12.871,3,4,6,5,3.675,3.675,4.535,1,1.23,8.201,8.612,2,6,7,7,0,0,5.754,0,0.774,11.135,11.657,2,1,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6QTO9NG3fE5MTUmUTCqpA7,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:33:23,2026-04-02 15:39:03,0,153.66.81.147,100,339,1,2026-04-02 15:39:03,R_7ls0RFP9RMywBF7,,,,,38.2539,-85.76,anonymous,EN,0.800000011920929,,4,2,,5,1,2,2,1,3,4,5,5,5,4,5,4,5,5,5,4,5,"1,3,6",,6,3,,,,,,,,,,,,,0,0,10.419,0,8.78,8.78,10.13,1,3,3,3,0,0,6.468,0,5.468,8.785,9.923,2,6,5,6,,,,,,,,,,,,,0,0,10.465,0,6.944,17.193,17.864,3,1,4,3,3,4.322,4.98,5.875,2,9.851,14.827,16.305,2,1,3,5,4,0,complete,,,,6WapdroIkMXVtjxkpu5NFO,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:23:33,2026-04-02 15:39:17,0,72.190.73.143,100,943,1,2026-04-02 15:39:18,R_64o1WxZNCMSe9ep,,,,,31.7953,-95.8983,anonymous,EN,0.800000011920929,,4,2,,5,1,2,4,1,3,1,1,1,1,1,4,4,4,1,1,1,1,6,,4,3,,,,,,,,,,,,,0,0,13.885,0,0.889,1.623,27.166,2,1,1,1,0,0,7.47,0,1.151,1.788,6.202,2,1,1,1,,,,,,,,,,,,,0,0,6.902,0,2.816,4.184,11.761,3,4,1,1,1,0,0,6.477,0,1.065,1.065,11.18,1,3,1,1,1,2,complete,,,,3H8NuPWpV1dvmRbeEazzKH,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:32:34,2026-04-02 15:39:25,0,108.40.126.9,100,410,1,2026-04-02 15:39:26,R_5dt2C6LJXApYhCC,,,,,39.2726,-76.8614,anonymous,EN,0.800000011920929,,4,1,,2,1,2,1,1,2,5,5,5,5,2,5,4,6,6,2,4,6,1,,4,3,,,,,,,,,,,,,2.672,3.889,21.164,2,7.808,12.049,13.001,3,4,5,6,3.823,3.823,10.38,1,3.728,7.773,8.56,3,5,4,6,,,,,,,,,,,,,0,0,7.397,0,1.805,13.295,14.48,6,1,5,4,2,4.025,5.709,11.868,3,1.358,15.141,15.801,3,1,5,4,5,0,complete,,,,66x8l0iKC3st9LkOoVk8NQ,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:09:11,2026-04-02 15:41:05,0,172.56.65.120,100,1913,1,2026-04-02 15:41:05,R_7OodjkCoDEZYUGo,,,,,33.906,-84.184,anonymous,EN,0.30000001192092896,,4,1,,1,2,2,5,1,3,7,7,7,7,7,7,4,7,7,7,7,7,"1,2,3,4,6,5",,2,3,1.109,5.302,7.295,4,0.42,89.497,94.822,8,1,7,7,7,0,0,4.46,0,4.34,67.069,67.739,6,7,7,7,10.359,123.071,275.785,3,0.759,0.759,18.501,1,7,7,7,0,0,20.145,0,0.562,0.562,63.5,1,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,complete,,,,11DDQb3IEpCcO4wScrwsIB,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:30:21,2026-04-02 15:41:39,0,172.58.132.34,100,678,1,2026-04-02 15:41:39,R_6xWuAVc3eKkiJb2,,,,,25.7846,-80.233,anonymous,EN,0.6000000238418579,,4,2,,2,1,2,4,1,2,6,7,5,5,5,7,4,7,7,5,6,6,"1,3,4",,2,3,,,,,,,,,,,,,0,0,4.296,0,1.33,14.852,15.652,3,6,6,7,0,0,3.763,0,1.248,24.516,25.225,2,6,6,7,,,,,,,,,,,,,0,0,10.186,0,2.547,25.937,26.597,7,1,6,6,7,0,0,6.343,0,19.393,19.393,20.288,1,1,6,7,6,0,complete,,,,45I9714jicjI85WBJcjPjF,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:35:18,2026-04-02 15:42:06,0,98.46.171.244,100,407,1,2026-04-02 15:42:06,R_7f3yQ2WbVTZezSS,,,,,41.7996,-88.0066,anonymous,EN,1,,4,1,,5,1,2,4,1,1,5,6,6,4,1,5,4,6,5,3,4,5,"1,6",,6,3,0,0,16.881,0,5.52,29.999,30.996,3,1,5,5,5,0,0,12.1,0,5.273,27.678,38.273,3,6,5,6,0,0,7.876,0,6.01,7.392,20.801,2,6,6,6,0,0,13.901,0,8.447,30.1,33.588,2,1,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6oQWZounsmXWcufROmmevL,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:34:08,2026-04-02 15:43:04,0,199.190.49.90,100,535,1,2026-04-02 15:43:04,R_3ZZQUx9xTwYw0HD,,,,,38.5733,-109.5498,anonymous,EN,0.8999999761581421,,4,1,,5,1,2,2,1,4,3,4,5,1,3,7,4,5,7,3,5,7,8,"Holistic medicine ",7,3,10.752,10.752,14.797,1,5.34,17.061,20.731,4,1,2,5,1,0,0,9.469,0,27.915,29.176,36.881,2,5,6,6,0,0,6.788,0,7.4,21.393,21.865,2,7,7,7,0,0,6.5,0,4.28,31.175,33.623,3,1,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,27ZhK5CFQssqfYXqIChOAV,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:34:46,2026-04-02 15:43:44,0,12.75.216.120,100,538,1,2026-04-02 15:43:47,R_7gLXwwdtAzfmSTW,,,,,45.5777,-122.6795,anonymous,EN,1,,4,2,,2,1,2,2,1,4,6,6,6,5,5,6,4,6,6,6,5,6,"1,4",,4,3,4.922,4.922,12.24,1,2.339,9.313,13.488,2,1,3,5,5,0,0,7.176,0,2.81,5.007,12.959,2,7,7,5,0,0,12.396,0,7.611,13.503,15.391,2,7,5,4,25.507,25.507,26.338,1,2.003,7.812,18.995,2,1,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1BC5UmtRaCB0O9GwwUjxg6,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:38:19,2026-04-02 15:44:54,0,75.40.142.225,100,394,1,2026-04-02 15:44:54,R_1XcyZYzQPVrBQAA,,,,,34.2849,-85.2253,anonymous,EN,0.8999999761581421,,4,1,,3,1,2,5,1,4,6,7,5,7,6,7,4,7,7,7,7,7,"2,3,4",,4,3,,,,,,,,,,,,,0,0,6.001,0,0,0,6.999,0,7,6,7,0,0,4.601,0,0,0,9.946,0,7,6,6,,,,,,,,,,,,,6.916,6.916,8.757,1,0,0,13.758,0,2,7,7,7,0,0,18.458,0,0,0,11.788,0,2,7,6,6,2,complete,,,,5NvcxZXDmERiR8zV0tAqvG,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:06:24,2026-04-02 15:45:31,0,66.80.0.119,100,2347,1,2026-04-02 15:45:32,R_6q8070b7RDtvaWq,,,,,34.0544,-118.244,anonymous,EN,0.800000011920929,,4,1,,3,1,2,5,1,2,6,6,6,5,6,6,4,6,6,6,6,6,"3,4,6",,6,3,4.487,9.324,10.441,2,2.122,3.269,76.273,2,4,3,3,3,0,0,4.747,0,2.899,4.017,8.239,2,5,6,5,1.845,28.927,30.523,3,1.687,23.098,43.162,5,1,4,6,5.623,17.546,18.673,6,4.428,317.726,318.405,38,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,2,complete,,,,5KyaoXwOyQ2jOvSiBSLBCP,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:35:56,2026-04-02 15:45:59,0,73.110.147.200,100,602,1,2026-04-02 15:45:59,R_51GZPYeN7hfbhQU,,,,,41.946,-87.7033,anonymous,EN,1,,4,2,,3,1,1,4,1,1,5,5,5,6,6,5,4,5,6,6,6,5,3,,4,3,0,0,18.893,0,2.017,2.465,23.293,2,4,5,6,6,1.417,3.094,5.566,3,1.032,7.947,8.366,3,6,6,6,0,0,8.201,0,4.345,4.881,5.759,2,6,6,5,3.639,3.639,155.202,1,1.55,3.841,72.501,3,4,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,2,complete,,,,2jU5cbMjDKNtOOyWJkSnnO,expert,influencer,expert_meat_influencer_oil,ftft,,1
