StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_DuplicateRespondent,intro_description,gender,gender_4_TEXT,age,race,hispanic_origin,education,country_origin,region,1_expert_trust,2_expert_trust,3_expert_trust,4_expert_trust,5_expert_trust,6_expert_trust,attention1,1_health_engagement,2_health_engagement,3_health_engagement,4_health_engagement,5_health_engagement,info_source,info_source_8_TEXT,politics,attention2,meat_post_timer_First Click,meat_post_timer_Last Click,meat_post_timer_Page Submit,meat_post_timer_Click Count,attention_meat_exp,meat_exp_accurate,meat_exp_authentic,meat_exp_believable,meat_exp_explain,dm1_timer_First Click,dm1_timer_Last Click,dm1_timer_Page Submit,dm1_timer_Click Count,dmy1_slp_accurate,dmy1_slp_authentic,dmy1_slp_believable,dmy2_timer_First Click,dmy2_timer_Last Click,dmy2_timer_Page Submit,dmy2_timer_Click Count,dmy2_wt_accurate,dmy2_wt_authentic,dmy2_wt_believable,post_oil_timer_First Click,post_oil_timer_Last Click,post_oil_timer_Page Submit,post_oil_timer_Click Count,attention_oil_inf,oil__infl_accurate,oil_infl_authentic,oil_infl_believable,oil_infl_explain,post_meat_timer_First Click,post_meat_timer_Last Click,post_meat_timer_Page Submit,post_meat_timer_Click Count,attention_meat_infl,meat_infl_accurate,meat_infl_authentic,meat_infl_believable,meat_infl_explain,post_oil_timer_First Click,post_oil_timer_Last Click,post_oil_timer_Page Submit,post_oil_timer_Click Count,attention_oil_exp,oil_exp_accurate,oil_exp_authentic,oil_exp_believable,oil_exp_explain,SC0,Q_RecaptchaStatus,Q_RecaptchaError,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,transaction_id,post_meat_source,post_oil_source,condition_sequence,order_pattern,TotalScore,complete
3/30/2026 12:37,3/30/2026 12:43,0,73.96.101.222,100,356,1,3/30/2026 12:43,R_7rpdZgGxYr50YHj,,,,,45.6652,-122.5215,anonymous,EN,0.8999999761581421,,4,1,,3,1,2,4,1,4,4,7,6,5,5,5,4,7,7,7,7,7,"1,2",,4,3,2.259,12.627,13.701,6,1,7,7,7,It is most accurate description ,7.117,16.287,17.2,2,7,7,7,2.694,16.35,17.15,4,7,7,7,1.655,15.793,16.478,4,1,7,7,7,Most accurate information ,,,,,,,,,,,,,,,,,,,0,complete,,,,63t1EO2RsVr1t02IUcSsro,expert,influencer,expert_meat_influencer_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:40,3/30/2026 12:43,0,174.247.3.7,100,187,1,3/30/2026 12:43,R_5ZJsPmsFkJwzKtB,,,,,35.2426,-80.741,anonymous,EN,0.699999988,,4,2,,5,1,2,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,,3,3,0.974,10.33,11.137,3,1,4,7,5,Very nice and nice and nice and nice and nice and nice ,1.255,6.948,7.901,4,4,4,7,3.818,4.535,8.102,2,7,7,7,1.781,10.6,11.565,9,1,6,4,4,Very nice and nice and nice and nice ,,,,,,,,,,,,,,,,,,,0,complete,,,,1Rr8KfCveLlebNAODmUZVZ,expert,influencer,expert_meat_influencer_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:36,3/30/2026 12:43,0,72.0.176.99,100,470,1,3/30/2026 12:43,R_7OJfw82AT9bGJTF,,,,,44.0185,-121.2984,anonymous,EN,0.8999999761581421,,4,1,,4,1,2,2,1,4,6,4,6,5,4,6,4,6,6,6,6,6,1,,3,3,,,,,,,,,,0.481,1.201,7.153,2,4,5,5,5.466,5.466,8.726,1,5,6,7,,,,,,,,,,0.893,13.367,14.068,6,4,4,3,3,some of it didn't sound like it was accuratek,3.82,3.82,22.816,1,1,4,5,4,alot of it made sense to me some did not,1,complete,,,,0w9PEsgz0IF3ThJAtxch1z,influencer,expert,influencer_meat_expert_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:36,3/30/2026 12:44,0,98.73.8.163,100,475,1,3/30/2026 12:44,R_3IS0If7TulzDhuK,,,,,34.4111,-85.029,anonymous,EN,1,,4,2,,6,1,2,4,1,1,1,3,3,7,1,1,4,2,2,1,3,1,"4,6",,6,2,0,0,28.105,0,1,7,1,4,"There was no scientific evidence to back it up, but the statement was probably true.",0,0,42.034,0,7,1,4,0,0,35.329,0,7,1,4,0,0,44.967,0,1,7,1,4,"While it is probably true, there was no scientific evidence to back it up.",,,,,,,,,,,,,,,,,,,1,complete,,,,3UVZ0sBxnm8WCCm5G2myaY,expert,influencer,expert_meat_influencer_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:34,3/30/2026 12:44,0,23.244.102.7,100,607,1,3/30/2026 12:44,R_3VmbKjBaqfDXbhf,,,,,41.4519,-81.921,anonymous,EN,1,,4,1,,4,1,2,2,1,1,4,5,3,7,3,5,4,4,6,4,5,5,"1,3",,7,3,12.337,13.886,32.76,3,1,5,5,5,It is true to a degree ,8.965,23.817,24.502,5,2,1,1,7.565,7.565,8.694,1,5,4,4,6.627,20.554,21.884,2,1,3,3,1,It just isn't all truth,,,,,,,,,,,,,,,,,,,0,complete,,,,1o4FlQpelFP2tvGRDqkJgj,expert,influencer,expert_meat_influencer_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:39,3/30/2026 12:44,0,143.109.150.39,100,349,1,3/30/2026 12:44,R_1qgg3fr0Yx72Q12,,,,,42.8406,-106.2806,anonymous,EN,0.800000012,,4,1,,4,1,2,2,1,1,5,5,6,5,6,7,4,5,5,5,3,5,3,,1,6,0.967,13.983,15.224,12,4,6,7,4,I just do ,1.425,13.224,14.58,6,7,6,7,0.941,8.959,10.132,8,5,4,6,1.167,18.151,19.4,7,4,6,4,7,That’s nice,,,,,,,,,,,,,,,,,,,3,complete,,,,37PnIpHQRy7JlVvf11zfxP,expert,influencer,expert_meat_influencer_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:38,3/30/2026 12:45,0,174.226.3.32,100,392,1,3/30/2026 12:45,R_7nITvhE5wmJdMrv,,,,,29.7912,-95.4182,anonymous,EN,0.8999999761581421,,4,2,,5,1,2,3,1,3,6,5,7,2,3,4,4,5,5,5,6,5,"1,6,5",,5,3,1.036,8.097,21.884,3,1,5,5,5,Red meat is associated to cancer,34.095,34.095,44.153,1,5,4,4,2.047,15.582,36.092,3,7,7,7,6.279,6.912,40.295,2,1,4,4,4,Not really sure ,,,,,,,,,,,,,,,,,,,0,complete,,,,4RwVnYx3TlOjOZ5ztjsDPg,expert,influencer,expert_meat_influencer_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:37,3/30/2026 12:45,0,108.204.77.52,100,483,1,3/30/2026 12:45,R_1GQEhkHrszjJ43y,,,,,26.2685,-80.2717,anonymous,EN,1,,4,1,,5,1,2,4,1,3,6,6,7,1,1,7,4,1,4,1,6,6,1,,6,3,0,0,20.906,0,1,1,1,1,Do not kmow anything about background of suppose doctor.,0,0,42.689,0,7,7,7,0,0,13.342,0,7,7,7,0,0,13.508,0,1,1,1,1,Don't know who is behind the information,,,,,,,,,,,,,,,,,,,0,complete,,,,7jKR8Bj2S418cySz7XiBRy,expert,influencer,expert_meat_influencer_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:38,3/30/2026 12:45,0,172.59.210.230,100,391,1,3/30/2026 12:45,R_6HEUeFHlfYTqlsl,,,,,40.7597,-74.1836,anonymous,EN,0.8999999761581421,,4,2,,4,1,2,1,1,2,4,6,5,4,4,5,4,6,4,4,5,6,1,,4,3,,,,,,,,,,0.53,9.178,14.501,5,4,4,4,1.474,1.474,39.745,1,5,5,5,,,,,,,,,,5.13,12.93,14.037,2,1,5,5,5, Because it seems some what believable ,4.371,4.371,13.493,1,1,5,5,5,It seems accurate ,0,complete,,,,25NSJmWon3O9p6dkfikPCZ,influencer,expert,influencer_meat_expert_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:40,3/30/2026 12:45,0,72.47.59.104,100,323,1,3/30/2026 12:45,R_7poCMkSzEjiwKr0,,,,,31.4712,-100.4385,anonymous,EN,1,,4,2,,1,1,1,4,1,3,7,5,7,3,3,5,4,6,7,7,6,5,"1,2,3,4",,1,3,0,0,14.1,0,1,3,5,2,"ive never heard from other doctors or dieticians about this claim if anything ive heard that eating red meat helps your system, not damage it. ",7.343,7.343,7.87,1,6,5,5,0,0,29.29,0,4,5,4,0,0,11.315,0,1,5,5,6,i think it is importatnt  to know about these kinds of issues regarding bad seed oils,,,,,,,,,,,,,,,,,,,0,complete,,,,1T0jxbCE2XvfjBbRWJgzci,expert,influencer,expert_meat_influencer_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:35,3/30/2026 12:46,0,131.106.105.182,100,643,1,3/30/2026 12:46,R_3LhG3grQlxGHBbC,,,,,40.625,-75.3953,anonymous,EN,0.699999988,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1TtiyW0FpOHmOnPEGYiAqu,,,,,,
3/30/2026 12:38,3/30/2026 12:46,0,174.201.119.109,100,504,1,3/30/2026 12:46,R_6Mn8AdcxEEDzN7Y,,,,,41.2612,-95.9354,anonymous,EN,0.800000012,,4,2,,2,1,2,4,1,1,6,7,7,7,1,6,4,7,7,7,7,7,"1,2,6",,4,3,,,,,,,,,,16.147,17.241,61.001,2,6,6,6,1.457,9.712,25.725,3,7,7,7,,,,,,,,,,14.022,14.022,47.248,1,1,6,6,7,It’s the same information my doctor has told me too. ,20.297,20.297,39.661,1,1,4,4,4,I don’t know much about the topic. ,0,complete,,,,6AhER4bd4Ptj7ZVSpFGIIc,influencer,expert,influencer_meat_expert_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:39,3/30/2026 12:46,0,75.109.42.126,100,461,1,3/30/2026 12:46,R_7FL3nxg5VpBEU1M,,,,,37.7932,-81.2061,anonymous,EN,0.8999999761581421,,4,2,,5,1,2,2,1,3,5,5,5,5,1,5,4,4,2,4,5,5,"1,3",,2,3,,,,,,,,,,5.607,5.607,8.895,1,4,5,5,7.304,13.818,15.386,2,4,4,5,,,,,,,,,,58.06,58.06,62.712,1,1,4,4,4,That’s what I believe ,1.327,17.739,19.378,5,1,4,4,5,That’s what I thought ,0,complete,,,,5tpiRBn44dNYPaDBMS9uBl,influencer,expert,influencer_meat_expert_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:34,3/30/2026 12:47,0,137.22.109.25,100,780,1,3/30/2026 12:47,R_3V9oWOI4XNmBzAs,,,,,45.5727,-93.2244,anonymous,EN,1,,4,2,,6,1,2,3,1,1,6,6,6,6,6,5,4,5,5,5,6,6,6,,7,3,0,0,18.017,0,5,4,4,4,sick of hearing about what people think they know about what causes cancer,0,0,9.271,0,5,5,5,0,0,12.83,0,5,5,6,0,0,316.945,0,1,4,4,4,seed oil like anyone cares,,,,,,,,,,,,,,,,,,,1,complete,,,,4QmancRCwnkUhYB7Lrg7gM,expert,influencer,expert_meat_influencer_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:34,3/30/2026 12:47,0,67.197.187.253,100,785,1,3/30/2026 12:47,R_37q8ny0lYOtibwu,,,,,34.9672,-81.0491,anonymous,EN,1,,4,1,,5,1,2,5,1,3,4,7,4,5,1,6,4,7,7,1,7,7,1,,7,3,0,0,65.626,0,4,4,4,4,AI is trash,0,0,31.4,0,1,1,1,0,0,10.079,0,1,1,1,21.736,21.736,23.788,1,2,1,1,1,AI is trash,,,,,,,,,,,,,,,,,,,2,complete,,,,1KSZ6figxFUqYJ3SVfmKrS,expert,influencer,expert_meat_influencer_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:39,3/30/2026 12:48,0,107.116.183.69,100,589,1,3/30/2026 12:48,R_7mt36csOqQXUjkr,,,,,33.6454,-86.7014,anonymous,EN,0.699999988,,4,2,,2,1,2,2,1,3,4,4,4,4,3,4,4,6,6,6,6,6,1,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.121,14.68,15.823,3,5,4,4,4,,,,,,,,,,,1,complete,,,,4OWaM4beumLuOYV8nfpG6A,influencer,expert,influencer_meat_expert_oil,tfft,,
3/30/2026 12:34,3/30/2026 12:49,0,162.231.185.192,100,898,1,3/30/2026 12:49,R_5qr65w4afQMiPgK,,,,,32.981,-80.0326,anonymous,EN,1,,4,1,,6,1,2,4,1,3,7,6,6,5,1,5,4,6,5,3,6,5,"1,3,4",,6,3,,,,,,,,,,0,0,60.219,0,6,7,6,0,0,22.968,0,7,7,7,,,,,,,,,,0,0,244.426,0,1,7,7,7,I have seen and read similar content about the health concerns of eating red meats before.,0,0,81.393,0,6,4,7,5,The list of what the post was about didn't seem to match what I read in regard to being children specific.,1,complete,,,,1cSJufZYV3AYgcCMOGURRI,influencer,expert,influencer_meat_expert_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:35,3/30/2026 12:50,0,97.88.122.18,100,889,1,3/30/2026 12:50,R_7PbH8eFHGk3GJHc,,,,,38.4539,-90.328,anonymous,EN,1,,4,2,,6,1,2,3,1,1,5,6,6,7,4,7,4,7,7,6,5,6,"1,5,8",CDC,4,3,0,0,32.875,0,1,6,5,5,"THE POST WAS WRITTEN BY A DOCTOR AND I AM SURE WHAT HE WROTE IS ACCURATE, BUT I ALWAYS CHECK MULTIPLE SOURCES OR REFERENCES WHEN  HEALTH INFORMATION IS POSTED.",36.171,36.171,47.516,1,4,4,3,0,0,30.372,0,5,5,4,0,0,36.686,0,1,4,4,4,"SOME SEED ARE HEALTHY, BUT NOT ALL. ALWAYS RESEARCH SPECIFICS THAT PERTAIN TO YOUR LIFE.",,,,,,,,,,,,,,,,,,,0,complete,,,,1FH9DO0yH5G9rFm5OVJsIn,expert,influencer,expert_meat_influencer_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:35,3/30/2026 12:52,0,172.56.180.182,100,983,1,3/30/2026 12:52,R_5xLFHuf5MbDKuhD,,,,,34.0772,-117.4506,anonymous,EN,0.8999999761581421,,4,2,,4,2,2,3,1,2,6,5,7,5,3,5,4,6,2,3,4,5,2,,5,5,,,,,,,,,,1.114,8.481,9.504,4,4,3,2,61.518,62.179,64.114,2,3,5,5,,,,,,,,,,1.232,3.212,81.292,2,2,5,3,5,Its was a great ad,4.302,7.551,37.596,2,1,5,5,3,Yes,2,complete,,,,4ttFqV3r0vDdPaoRVEoKtG,influencer,expert,influencer_meat_expert_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:34,3/30/2026 12:52,0,199.231.250.110,100,1085,1,3/30/2026 12:52,R_70HiynWzO6yM3MD,,,,,44.0597,-121.3157,anonymous,EN,0.6000000238418579,,4,1,,3,1,1,4,1,2,1,1,1,1,1,1,4,1,1,2,1,1,"2,3,4,5",,6,3,0,0,22.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5k7ECTvMcmsPOR87vltTWL,expert,influencer,expert_meat_influencer_oil,tfft,,
3/30/2026 12:38,3/30/2026 12:52,0,172.59.196.58,100,875,1,3/30/2026 12:52,R_3rBgLV42i8xFjHo,,,,,32.7797,-96.8022,anonymous,EN,0.800000012,,4,1,,6,1,2,4,1,3,3,3,5,3,2,6,4,6,6,5,6,6,"1,3",,6,3,,,,,,,,,,10.505,57.798,59.168,16,6,6,5,13.6,13.6,43.11,1,5,4,5,,,,,,,,,,8.368,31.09,49.3,3,1,5,5,5,Do to information I have read in the past. Conversations with my doctor,5.8,17.135,71.764,3,1,4,4,4,Without my own research I am just not sure how accurate the information was or is. ,0,complete,,,,3ZT1gb3BqHElw2JmbGA8bj,influencer,expert,influencer_meat_expert_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:38,3/30/2026 12:53,0,172.56.166.162,100,903,1,3/30/2026 12:53,R_55tZgFCoxyeU4Xn,,,,,40.7035,-73.9235,anonymous,EN,0.800000012,,4,2,,4,2,2,4,1,2,5,5,5,5,5,6,4,7,7,7,6,7,"2,6,8",Facebook,4,3,,,,,,,,,,3.136,7.353,8.116,6,4,4,4,8.223,31.397,32.075,2,6,5,5,,,,,,,,,,3.436,35.86,51.935,14,1,7,7,7,"'--My nursing background and knowledge.
--my experience in health care, diet and welness",7.205,91.633,92.293,2,1,4,4,4,,0,complete,,,,5eFydPz6mmzCxaqSgVHBbs,influencer,expert,influencer_meat_expert_oil,ftft,,
3/30/2026 12:34,3/30/2026 12:53,0,76.32.107.67,100,1159,1,3/30/2026 12:53,R_60SELxUPhJMZlq5,,,,,34.0515,-118.2707,anonymous,EN,0.800000012,,4,2,,6,"1,3",2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3peJgoEmx0TTUO1n8bckPf,,,,,,
3/30/2026 12:38,3/30/2026 12:59,0,76.226.173.71,100,1242,1,3/30/2026 12:59,R_7U44tb1zDhcDwXF,,,,,30.0997,-91.9901,anonymous,EN,0.699999988,,4,2,,4,1,2,2,1,3,4,6,5,5,3,4,4,4,5,5,6,5,1,,7,3,,,,,,,,,,14.575,16.716,17.198,2,5,5,5,13.128,14.785,15.242,2,5,5,5,,,,,,,,,,6.856,10.414,11.193,6,5,5,4,4,Looked good,2.603,170.392,170.989,2,2,5,5,6,,2,complete,,,,7dOz942UB9ME1Ym2G8lXKH,influencer,expert,influencer_meat_expert_oil,tfft,,
3/30/2026 12:39,3/30/2026 13:02,0,24.120.111.149,100,1370,1,3/30/2026 13:02,R_5Ce6G38jkV18zlb,,,,,35.1349,-106.6402,anonymous,EN,0.8999999761581421,,4,2,,5,1,1,2,1,4,1,5,1,5,1,4,4,5,1,2,1,4,"1,3",,3,3,7.219,25.374,28.462,3,1,4,5,7,Because red meat is and can cause cancer ,18.748,21.686,22.544,2,5,5,5,4.063,51.39,54.181,7,3,5,5,7.417,29.866,30.661,4,1,4,4,4,Seed oils are good for you ,,,,,,,,,,,,,,,,,,,0,complete,,,,4FZccfn9DcYod2zmRFevKW,expert,influencer,expert_meat_influencer_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 13:26,3/30/2026 13:26,0,99.74.132.81,100,51,1,3/30/2026 13:26,R_3DwKMjB5pnk7ueN,,,,,40.605,-75.4817,anonymous,EN,0.8999999761581421,,4,2,,5,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6J7CjDEkzLGrqNLAUVoujl,,,,,,
3/30/2026 13:26,3/30/2026 13:27,0,97.207.24.24,100,29,1,3/30/2026 13:27,R_3qfqOps6Sw4C1iL,,,,,40.3245,-79.7011,anonymous,EN,0.800000012,,4,2,,3,"1,2",2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,7jfZfBdWVhzBE4OVw9VFsK,,,,,,
3/30/2026 13:27,3/30/2026 13:28,0,66.24.131.235,100,78,1,3/30/2026 13:28,R_1Pjzqi96p6n2uOt,,,,,42.1198,-76.8902,anonymous,EN,0.699999988,,4,2,,5,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1PoYXgCixXJUzgJFjIyGip,,,,,,
3/30/2026 13:28,3/30/2026 13:29,0,209.76.218.59,100,33,1,3/30/2026 13:29,R_3B5MoDgXZAs0qjk,,,,,40.7126,-74.0066,anonymous,EN,0.8999999761581421,,4,1,,4,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,02g35TDhSPcVgdmd9Qs1RP,,,,,,
3/30/2026 13:26,3/30/2026 13:29,0,144.13.202.36,100,176,1,3/30/2026 13:29,R_1oDZqnbQDV1zSBH,,,,,44.8808,-91.9255,anonymous,EN,0.800000012,,4,2,,1,4,2,4,1,1,7,5,5,5,5,7,4,7,7,4,5,4,"1,3,6",,4,3,,,,,,,,,,0.723,5.457,7.068,4,4,7,4,0.777,6.798,7.901,3,5,7,7,,,,,,,,,,0.636,8.256,10.995,7,1,4,6,5,This post looks professional ,0,0,14.051,0,1,5,5,4,I don’t know ,0,complete,,,,4aLoEd6U6RtuJOFNhnF8UN,influencer,expert,influencer_meat_expert_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 13:26,3/30/2026 13:32,0,35.33.225.44,100,361,1,3/30/2026 13:32,R_7Y1l6jtbEOVaCPv,,,,,40.7126,-74.0066,anonymous,EN,0.8999999761581421,,4,2,,3,2,2,2,1,3,7,6,7,7,4,7,4,6,6,5,7,7,"1,2,4",,4,3,3.358,22.477,23.314,3,2,7,7,7,Its my honest opinion ,3.061,14.654,24.179,5,7,7,7,1.158,1.158,11.226,1,7,6,7,3.279,10.346,12.252,3,1,7,6,7,Its my honest opinion ,,,,,,,,,,,,,,,,,,,1,complete,,,,0588lVLfV9TN7LdyVreSrB,expert,influencer,expert_meat_influencer_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 13:32,3/30/2026 13:33,0,172.59.241.198,100,34,1,3/30/2026 13:33,R_6hmgGjSkggB0CzL,,,,,39.953,-83.0767,anonymous,EN,0.8999999761581421,,4,2,,4,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1NI3mAh40S1QEWThdTa3nz,,,,,,
3/30/2026 13:33,3/30/2026 13:33,0,174.249.180.50,100,50,1,3/30/2026 13:33,R_72XcNR5DuIiXTUJ,,,,,33.8513,-84.287,anonymous,EN,0.8999999761581421,,4,2,,3,1,2,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3W5axGWB4cqFSIyuqw1a4m,,,,,,
3/30/2026 13:33,3/30/2026 13:35,0,172.59.96.89,100,79,1,3/30/2026 13:35,R_6TXYmYbRiZS9RoA,,,,,43.1193,-87.9505,anonymous,EN,0.8999999761581421,,4,2,,5,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,4mGBzj98dyulbOEToL83eo,,,,,,
3/30/2026 13:41,3/30/2026 13:42,0,68.238.249.237,100,51,1,3/30/2026 13:42,R_7gUtLdrIyQUqoav,,,,,40.1922,-75.4339,anonymous,EN,0.8999999761581421,,4,2,,1,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5AEDhLkwY1fbnTIlHvcLEP,,,,,,
3/30/2026 12:39,3/30/2026 13:44,0,71.145.198.57,100,3928,1,3/30/2026 13:44,R_65XA6q0VTZqE3G8,,,,,36.8321,-119.825,anonymous,EN,0.8999999761581421,,4,2,,2,1,2,4,1,4,,,7,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,4vBmYg6y7WljF6rVszcCSr,,,,,,
3/30/2026 13:46,3/30/2026 13:47,0,12.75.116.78,100,44,1,3/30/2026 13:47,R_1P6Yy0PDowtj6s3,,,,,45.5073,-122.6929,anonymous,EN,0.4000000059604645,,4,1,,1,2,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6bkOp5CaFatuDHBKi7D7YH,,,,,,
3/30/2026 13:48,3/30/2026 13:48,0,68.108.110.5,100,23,1,3/30/2026 13:48,R_7jOi2a7MEEV1KQd,,,,,36.2473,-115.2821,anonymous,EN,0.8999999761581421,,4,2,,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,25o9Allg5nuvUSut0rmrJs,,,,,,
3/30/2026 13:41,3/30/2026 13:49,0,71.94.69.68,100,468,1,3/30/2026 13:49,R_7piiuGMbMnKy0RQ,,,,,39.5381,-119.8365,anonymous,EN,1,,4,1,,6,1,2,6,1,4,5,5,6,4,1,4,4,3,3,3,5,4,"1,2",,2,3,,,,,,,,,,3.553,36.294,36.891,15,5,5,6,4.064,15.548,16.894,2,5,5,4,,,,,,,,,,7.915,19.899,21.103,2,1,4,4,4,I have no feelings about the accuracy of this post ,6.36,30.861,31.704,3,1,4,4,4,"I’m not sure of the accurately, but I believe that is probably some truth to it. I just don’t know how much.",0,complete,,,,4HZmQg4wQoqA1YtQz3rQMt,influencer,expert,influencer_meat_expert_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 13:50,3/30/2026 13:56,0,205.220.212.196,100,373,1,3/30/2026 13:56,R_6FIqEIVFmiY6z0O,,,,,44.0597,-121.3157,anonymous,EN,1,,4,1,,3,1,2,5,1,4,7,7,7,5,1,7,4,5,6,5,6,7,1,,6,3,,,,,,,,,,3.991,4.935,7.538,2,7,7,7,0,0,7.61,0,7,7,7,,,,,,,,,,0,0,11.395,0,4,7,7,7,That is feature focusing.,0,0,50.067,0,4,7,7,7,Its grate deal.,2,complete,,,,5QZXjmG7NRvdFfh9HuKpvY,influencer,expert,influencer_meat_expert_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 13:46,3/30/2026 13:56,0,68.43.72.171,100,631,1,3/30/2026 13:56,R_5q82BIxrEPk2COr,,,,,42.2789,-85.6904,anonymous,EN,0.8999999761581421,,4,2,,5,1,2,3,1,1,6,6,6,5,4,6,4,6,4,2,5,5,"1,2",,2,3,15.428,60.479,61.402,4,,,,,,26.919,46.368,47.843,4,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,39Ei1rR8IPX3Fuxsx7ESdc,expert,influencer,expert_meat_influencer_oil,ftft,,
3/30/2026 13:30,3/30/2026 13:58,0,205.220.213.220,100,1705,1,3/30/2026 13:58,R_38PTYhtWrJSk6DD,,,,,44.0597,-121.3157,anonymous,EN,1,,4,1,,3,1,2,5,1,4,7,7,7,5,7,5,4,6,6,5,6,6,"1,3,4,6,5",,4,3,27.886,27.886,30.228,1,1,6,6,7,Advice about red meat and cancer risk ,0,0,83.965,0,6,6,6,155.394,155.394,157.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,7h14H9P8CjlsWJpXnRfvqJ,expert,influencer,expert_meat_influencer_oil,tfft,,
3/30/2026 14:01,3/30/2026 14:02,0,73.8.7.22,100,60,1,3/30/2026 14:02,R_5CHjFrf2GVwbDqT,,,,,42.0094,-87.8354,anonymous,EN,1,,4,2,,3,2,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3E8qzJzFBXHOTHnF5aguxb,,,,,,
3/30/2026 14:04,3/30/2026 14:05,0,174.254.131.90,100,58,1,3/30/2026 14:05,R_7DYKClCRvOYiNAN,,,,,40.3685,-80.0504,anonymous,EN,0.8999999761581421,,4,2,,3,2,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,53yXGvryKy4k8tnEQJgjc0,,,,,,
